"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id"
34.0023027349041,2.43032749285678,0.749228847249881,3.91028478238276e-05,0.00638700870825649,"NbT2T01g00240"
776.346839992229,1.34562965727042,0.305080225425335,4.65769132774191e-07,0.000130119834692531,"NbT2T01g00911"
762.357690344304,-3.45296337134116,0.59456271466418,2.54662210077192e-10,1.21363021244787e-07,"NbT2T01g01694"
194.495824636097,2.93596785162655,1.05640925128964,0.000145401480285926,0.0190612400110754,"NbT2T01g01711"
379.507151102034,-1.20250711441193,0.378558942154814,5.68517497450812e-05,0.00860996060754749,"NbT2T01g01973"
501.33464286777,4.45410212340196,1.45709053901635,5.18920020909269e-05,0.00797197321683952,"NbT2T01g02059"
58.146757032421,5.45563499953341,1.45447366496654,5.5631288872323e-06,0.00124503439206633,"NbT2T01g02188"
23.8871010232215,1.34866255481364,0.411979414420223,4.32716474384942e-05,0.00687391331152362,"NbT2T01g02252"
9417.61708343075,2.44043418291056,0.160198161290821,1.22977744831113e-53,1.24539562190468e-49,"NbT2T01g02279"
14926.8520115365,2.76209912100427,0.286854893544181,3.85071468792788e-23,6.78194567732967e-20,"NbT2T01g02280"
18.4634519757085,1.83571577527264,0.565984798921562,4.42631281037995e-05,0.00700394841104965,"NbT2T01g02335"
338.859668308572,-3.07959164328354,0.318932905434451,2.2048048569509e-23,4.05964705206215e-20,"NbT2T01g02661"
154.902109827906,1.29013053684696,0.271771889247706,9.58046746156775e-08,3.08004425343799e-05,"NbT2T01g02713"
417.508689861538,1.39765338335397,0.264395440530888,5.85859579803678e-09,2.37319998586874e-06,"NbT2T01g02714"
534.562241056716,1.56515328995504,0.231572534236796,6.86073974855499e-13,4.63191409557443e-10,"NbT2T01g02715"
63.3158922510494,1.16001417249441,0.436676560470242,0.000274025655814936,0.0318058202457061,"NbT2T01g02716"
9972.40489666755,1.22559920562621,0.303718179379078,3.25643116600749e-06,0.000766927405073439,"NbT2T01g02718"
3433.17700279762,3.0079052725408,0.435588225915792,2.60790008000695e-13,1.79052231255799e-10,"NbT2T01g02719"
35.0261810862563,-1.200779256092,0.42199204841738,0.000169016282509272,0.0213953486621425,"NbT2T01g03126"
33.5367544484083,1.43809845364652,0.537133834700548,0.000237704259553914,0.0281773272866922,"NbT2T01g03179"
