GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0032553	F	ribonucleotide binding	24	31	4373	31449	2.8e-15	4.5e-15	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf01237g07019.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 
GO:0097367	F	carbohydrate derivative binding	24	31	4431	31449	3.8e-15	5.7e-15	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf01237g07019.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 
GO:1901265	F	nucleoside phosphate binding	24	31	5403	31449	3.4e-13	4.6e-13	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf01237g07019.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 
GO:0000166	F	nucleotide binding	24	31	5403	31449	3.4e-13	4.6e-13	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf01237g07019.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 
GO:0036094	F	small molecule binding	24	31	5483	31449	4.7e-13	6.1e-13	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf01237g07019.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 
GO:0004674	F	protein serine/threonine kinase activity	10	31	1288	31449	2.8e-07	3.4e-07	// Niben101Scf00129g01001.1 // Niben101Scf04995g00014.1 // Niben101Scf02474g03025.1 // Niben101Scf10836g00015.1 // Niben101Scf02323g01010.1 // Niben101Scf02497g08013.1 // Niben101Scf02145g05022.1 // Niben101Scf04953g09010.1 // Niben101Scf03653g01028.1 // Niben101Scf01976g00011.1 
GO:1901363	F	heterocyclic compound binding	24	31	10440	31449	5.9e-07	6.6e-07	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf01237g07019.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 
GO:0097159	F	organic cyclic compound binding	24	31	10440	31449	5.9e-07	6.6e-07	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf01237g07019.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 
GO:0003824	F	catalytic activity	26	31	13485	31449	3.3e-06	3.6e-06	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf01189g00001.1 // Niben101Scf13823g03007.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf01685g12005.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf01237g07019.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 
GO:0005515	F	protein binding	17	31	6451	31449	2.7e-05	2.8e-05	// Niben101Scf05323g02007.1 // Niben101Scf01761g08001.1 // Niben101Scf03739g02012.1 // Niben101Scf02323g01010.1 // Niben101Scf06565g03017.1 // Niben101Scf01093g05006.1 // Niben101Scf01237g07019.1 // Niben101Scf02072g01013.1 // Niben101Scf00935g00011.1 // Niben101Scf08341g05018.1 // Niben101Scf00262g04001.1 // Niben101Scf00985g06002.1 // Niben101Scf00773g03003.1 // Niben101Scf04903g01016.1 // Niben101Scf06807g02005.1 // Niben101Scf06775g00039.1 // Niben101Scf04386g04007.1 
GO:0005488	F	binding	29	31	18833	31449	2.9e-05	2.9e-05	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf04386g04007.1 // Niben101Scf05323g02007.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf16234g01009.1 // Niben101Scf01237g07019.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf02072g01013.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf08341g05018.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 // Niben101Scf02145g05022.1 
