GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0035639	F	purine ribonucleoside triphosphate binding	30	41	4120	31449	2.6e-18	9.1e-18	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf06123g04007.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02460g05007.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf20268g00001.1 // Niben101Scf01237g07019.1 // Niben101Scf01817g02005.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf08127g12003.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 // Niben101Scf09296g00007.1 
GO:0001883	F	purine nucleoside binding	30	41	4307	31449	9e-18	2.4e-17	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf06123g04007.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02460g05007.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf20268g00001.1 // Niben101Scf01237g07019.1 // Niben101Scf01817g02005.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf08127g12003.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 // Niben101Scf09296g00007.1 
GO:0032550	F	purine ribonucleoside binding	30	41	4307	31449	9e-18	2.4e-17	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf06123g04007.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02460g05007.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf20268g00001.1 // Niben101Scf01237g07019.1 // Niben101Scf01817g02005.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf08127g12003.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 // Niben101Scf09296g00007.1 
GO:0032555	F	purine ribonucleotide binding	30	41	4307	31449	9e-18	2.4e-17	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf06123g04007.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02460g05007.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf20268g00001.1 // Niben101Scf01237g07019.1 // Niben101Scf01817g02005.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf08127g12003.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 // Niben101Scf09296g00007.1 
GO:0001882	F	nucleoside binding	30	41	4344	31449	1.1e-17	2.4e-17	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf06123g04007.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02460g05007.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf20268g00001.1 // Niben101Scf01237g07019.1 // Niben101Scf01817g02005.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf08127g12003.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 // Niben101Scf09296g00007.1 
GO:0032549	F	ribonucleoside binding	30	41	4341	31449	1.1e-17	2.4e-17	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf06123g04007.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02460g05007.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf20268g00001.1 // Niben101Scf01237g07019.1 // Niben101Scf01817g02005.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf08127g12003.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 // Niben101Scf09296g00007.1 
GO:0017076	F	purine nucleotide binding	30	41	4324	31449	1e-17	2.4e-17	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf06123g04007.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02460g05007.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf20268g00001.1 // Niben101Scf01237g07019.1 // Niben101Scf01817g02005.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf08127g12003.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 // Niben101Scf09296g00007.1 
GO:0032553	F	ribonucleotide binding	30	41	4373	31449	1.4e-17	2.8e-17	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf06123g04007.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02460g05007.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf20268g00001.1 // Niben101Scf01237g07019.1 // Niben101Scf01817g02005.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf08127g12003.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 // Niben101Scf09296g00007.1 
GO:0097367	F	carbohydrate derivative binding	30	41	4431	31449	2e-17	3.8e-17	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf06123g04007.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02460g05007.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf20268g00001.1 // Niben101Scf01237g07019.1 // Niben101Scf01817g02005.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf08127g12003.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 // Niben101Scf09296g00007.1 
GO:1901265	F	nucleoside phosphate binding	30	41	5403	31449	5.1e-15	8.6e-15	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf06123g04007.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02460g05007.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf20268g00001.1 // Niben101Scf01237g07019.1 // Niben101Scf01817g02005.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf08127g12003.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 // Niben101Scf09296g00007.1 
GO:0000166	F	nucleotide binding	30	41	5403	31449	5.1e-15	8.6e-15	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf06123g04007.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02460g05007.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf20268g00001.1 // Niben101Scf01237g07019.1 // Niben101Scf01817g02005.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf08127g12003.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 // Niben101Scf09296g00007.1 
GO:0036094	F	small molecule binding	30	41	5483	31449	7.7e-15	1.2e-14	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf06123g04007.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02460g05007.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf20268g00001.1 // Niben101Scf01237g07019.1 // Niben101Scf01817g02005.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf08127g12003.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 // Niben101Scf09296g00007.1 
GO:0004674	F	protein serine/threonine kinase activity	13	41	1288	31449	5.8e-09	8.8e-09	// Niben101Scf00129g01001.1 // Niben101Scf04995g00014.1 // Niben101Scf02474g03025.1 // Niben101Scf10836g00015.1 // Niben101Scf06123g04007.1 // Niben101Scf02323g01010.1 // Niben101Scf02497g08013.1 // Niben101Scf08127g12003.1 // Niben101Scf02145g05022.1 // Niben101Scf04953g09010.1 // Niben101Scf03653g01028.1 // Niben101Scf01976g00011.1 // Niben101Scf20268g00001.1 
GO:0005515	F	protein binding	24	41	6451	31449	1.2e-07	1.7e-07	// Niben101Scf01093g05006.1 // Niben101Scf06123g04007.1 // Niben101Scf02072g01013.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04386g04007.1 // Niben101Scf05323g02007.1 // Niben101Scf02323g01010.1 // Niben101Scf02460g05007.1 // Niben101Scf00773g03003.1 // Niben101Scf09589g00006.1 // Niben101Scf06775g00039.1 // Niben101Scf20268g00001.1 // Niben101Scf01237g07019.1 // Niben101Scf01817g02005.1 // Niben101Scf00935g00011.1 // Niben101Scf01761g08001.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf08341g05018.1 // Niben101Scf00262g04001.1 // Niben101Scf07034g06018.1 // Niben101Scf06807g02005.1 // Niben101Scf09296g00007.1 
GO:0003824	F	catalytic activity	34	41	13485	31449	1.7e-07	2.3e-07	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf06123g04007.1 // Niben101Scf01189g00001.1 // Niben101Scf08633g00003.1 // Niben101Scf13823g03007.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf04400g02005.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf01685g12005.1 // Niben101Scf02460g05007.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf20268g00001.1 // Niben101Scf01237g07019.1 // Niben101Scf01817g02005.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf08127g12003.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 // Niben101Scf09296g00007.1 
GO:1901363	F	heterocyclic compound binding	30	41	10440	31449	2e-07	2.5e-07	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf06123g04007.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02460g05007.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf20268g00001.1 // Niben101Scf01237g07019.1 // Niben101Scf01817g02005.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf08127g12003.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 // Niben101Scf09296g00007.1 
GO:0097159	F	organic cyclic compound binding	30	41	10440	31449	2e-07	2.5e-07	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf06123g04007.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02460g05007.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf20268g00001.1 // Niben101Scf01237g07019.1 // Niben101Scf01817g02005.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf08127g12003.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf00262g04001.1 // Niben101Scf06807g02005.1 // Niben101Scf09296g00007.1 
GO:0005488	F	binding	38	41	18833	31449	2.7e-06	3.3e-06	// Niben101Scf00129g01001.1 // Niben101Scf10836g00015.1 // Niben101Scf01093g05006.1 // Niben101Scf06123g04007.1 // Niben101Scf01189g00001.1 // Niben101Scf00985g06002.1 // Niben101Scf04903g01016.1 // Niben101Scf04953g09010.1 // Niben101Scf01976g00011.1 // Niben101Scf04386g04007.1 // Niben101Scf04400g02005.1 // Niben101Scf05323g02007.1 // Niben101Scf12414g01006.1 // Niben101Scf02323g01010.1 // Niben101Scf02460g05007.1 // Niben101Scf08341g05018.1 // Niben101Scf02497g08013.1 // Niben101Scf00773g03003.1 // Niben101Scf09589g00006.1 // Niben101Scf03653g01028.1 // Niben101Scf06775g00039.1 // Niben101Scf20268g00001.1 // Niben101Scf16234g01009.1 // Niben101Scf01237g07019.1 // Niben101Scf01817g02005.1 // Niben101Scf00935g00011.1 // Niben101Scf02474g03025.1 // Niben101Scf08127g12003.1 // Niben101Scf02145g05022.1 // Niben101Scf01761g08001.1 // Niben101Scf04995g00014.1 // Niben101Scf03739g02012.1 // Niben101Scf06565g03017.1 // Niben101Scf02072g01013.1 // Niben101Scf00262g04001.1 // Niben101Scf07034g06018.1 // Niben101Scf06807g02005.1 // Niben101Scf09296g00007.1 
GO:0016762	F	xyloglucan:xyloglucosyl transferase activity	3	41	54	31449	5.7e-05	6.8e-05	// Niben101Scf01685g12005.1 // Niben101Scf13823g03007.1 // Niben101Scf08633g00003.1 
GO:0016758	F	transferase activity, transferring hexosyl groups	3	41	669	31449	0.057	0.065	// Niben101Scf01685g12005.1 // Niben101Scf13823g03007.1 // Niben101Scf08633g00003.1 
GO:0004553	F	hydrolase activity, hydrolyzing O-glycosyl compounds	3	41	716	31449	0.067	0.074	// Niben101Scf01685g12005.1 // Niben101Scf13823g03007.1 // Niben101Scf08633g00003.1 
GO:0016798	F	hydrolase activity, acting on glycosyl bonds	3	41	754	31449	0.075	0.08	// Niben101Scf01685g12005.1 // Niben101Scf13823g03007.1 // Niben101Scf08633g00003.1 
GO:0016757	F	transferase activity, transferring glycosyl groups	3	41	820	31449	0.091	0.094	// Niben101Scf01685g12005.1 // Niben101Scf13823g03007.1 // Niben101Scf08633g00003.1 
GO:0016787	F	hydrolase activity	4	41	4255	31449	0.82	0.82	// Niben101Scf01685g12005.1 // Niben101Scf13823g03007.1 // Niben101Scf04400g02005.1 // Niben101Scf08633g00003.1 
GO:0048046	C	apoplast	3	41	87	31449	0.00022	0.0016	// Niben101Scf01685g12005.1 // Niben101Scf13823g03007.1 // Niben101Scf08633g00003.1 
GO:0005618	C	cell wall	3	41	187	31449	0.0019	0.0049	// Niben101Scf01685g12005.1 // Niben101Scf13823g03007.1 // Niben101Scf08633g00003.1 
GO:0030312	C	external encapsulating structure	3	41	192	31449	0.0021	0.0049	// Niben101Scf01685g12005.1 // Niben101Scf13823g03007.1 // Niben101Scf08633g00003.1 
GO:0005576	C	extracellular region	3	41	219	31449	0.003	0.0053	// Niben101Scf01685g12005.1 // Niben101Scf13823g03007.1 // Niben101Scf08633g00003.1 
GO:0071944	C	cell periphery	3	41	337	31449	0.0098	0.014	// Niben101Scf01685g12005.1 // Niben101Scf13823g03007.1 // Niben101Scf08633g00003.1 
GO:0005623	C	cell	3	41	5490	31449	0.98	0.98	// Niben101Scf01685g12005.1 // Niben101Scf13823g03007.1 // Niben101Scf08633g00003.1 
GO:0044464	C	cell part	3	41	5490	31449	0.98	0.98	// Niben101Scf01685g12005.1 // Niben101Scf13823g03007.1 // Niben101Scf08633g00003.1 
