"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
5.64537084146438,-2.28045233905666,0.595034607089297,-3.80161810853302,0.000143754183402776,0.00143261095174746,"NbT2T02g01323"
44.9607365389385,-1.10571630828701,0.360638286055586,-3.06742589481918,0.00215910988401589,0.0123910881277422,"NbT2T03g00219"
52.7830622815862,1.43193551543297,0.304167189444762,4.70468232715484,2.54261549313433e-06,5.35191504725505e-05,"NbT2T03g03424"
56.9926523203388,-1.62500334798278,0.341876775566904,-4.74305372933318,2.10520404654773e-06,4.60147898368679e-05,"NbT2T04g02568"
76.4730054000377,-1.00965494854763,0.312775912148853,-3.21888605410021,0.00128689611889346,0.00824530388644715,"NbT2T04g02572"
43.0872289091334,-1.27324809036956,0.429832340876691,-2.93566609534517,0.00332832373863658,0.0173753680177338,"NbT2T13g02081"
7.10268342935622,1.31699278956686,0.599186532992495,3.3735476798881,0.000742061937592389,0.00534675302992456,"NbT2T15g02674"
341.141446139157,-1.25312054804306,0.387082328105529,-3.19750271164222,0.00138623108017452,0.00873940462585915,"NbT2T15g02837"
16.4768842765,1.3794933624499,0.543343708227537,2.83753167142349,0.00454638360650426,0.0221227658873571,"NbT2T17g00315"
66.5196698736101,-1.15865941444455,0.34648815334267,-3.36578087775851,0.000763273147040712,0.00546310910815382,"NbT2T18g00191"
4.7311818479359,1.1317368553532,0.599898310045301,2.53722169807904,0.0111736169331558,0.0442376846504501,"NbT2T18g01444"
23.5766902737501,-3.03417408177463,0.588236952283411,-5.22058451765907,1.78359284853584e-07,6.33141935048861e-06,"NbT2T19g01553"
96.5739850454258,-1.1047599485689,0.319410111833979,-3.52125240680764,0.000429513565085,0.00345237866636741,"NbT2T19g01736"
