"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
5.70815880164519,-2.46746712353072,0.587594359087879,-4.10355373799272,4.06851895852697e-05,0.000519824964629952,"NbT2T02g01323"
46.1691622018324,-1.09973240504205,0.361666149701239,-3.04142851285166,0.00235458469797757,0.013322512909334,"NbT2T03g00219"
53.3247575462421,1.42736780047415,0.308615242515416,4.62136635004495,3.81220892396701e-06,7.53195830200438e-05,"NbT2T03g03424"
58.0456162483492,-1.62150437065066,0.33967218216443,-4.76038619138555,1.93222868489477e-06,4.36045313580704e-05,"NbT2T04g02568"
76.416602857239,-1.0073455082738,0.312948095248125,-3.2096092364214,0.00132915531499901,0.00852001206930957,"NbT2T04g02572"
43.8648965554491,-1.26226303134009,0.432127653290617,-2.88924510785439,0.00386167937940868,0.0195739991570096,"NbT2T13g02081"
7.40559512814279,1.42772696506542,0.597546111108545,3.59380887726012,0.000325878916938651,0.00280087738467664,"NbT2T15g02674"
348.626839391058,-1.2468718134602,0.390148919404061,-3.15449161197857,0.00160778000041178,0.00990698223746627,"NbT2T15g02837"
16.3858580155086,1.3558105695958,0.546910856441712,2.81695352268456,0.00484815408764276,0.0233339992592549,"NbT2T17g00315"
68.3033246610721,-1.15710565569327,0.350198769133306,-3.32635629178949,0.000879893785248,0.00613210530269749,"NbT2T18g00191"
4.93590501108899,1.12423638322613,0.597556219357373,2.52233143569512,0.0116579808598981,0.0457215414466858,"NbT2T18g01444"
24.5775712715125,-3.03212396633383,0.584441825387458,-5.26544393149215,1.39850998124771e-07,5.26423163300598e-06,"NbT2T19g01553"
98.2325104545285,-1.10062832817686,0.324576206341516,-3.45465365730364,0.000551000139130078,0.0042336957651419,"NbT2T19g01736"
