baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id
113.277105646431,-1.64824219637533,0.295480933904025,-5.59724876982525,2.17780105177603e-08,1.09960003038603e-06,NbT2T01g00067
61.8813310033513,1.22462738602137,0.317734422374053,3.85435305658243,0.000116036049387627,0.00121875011828268,NbT2T01g00335
39.0954055164721,1.26102698594723,0.470766042632158,2.70250835910916,0.00688184539933624,0.0307101943831951,NbT2T01g00468
61.7552855785245,2.77397304917815,0.533888432077203,5.61288613552323,1.98979540724655e-08,1.02334818627874e-06,NbT2T01g00521
120.815165169068,-1.69875732253761,0.443307162722145,-4.13328781009557,3.57610449610136e-05,0.000467359436172748,NbT2T01g00620
57.608039244413,1.17190200834493,0.445714448065204,2.54224523479509,0.0110142864066299,0.0438536725851219,NbT2T01g00655
193.130122183247,1.06329685139241,0.366497745034328,2.88788618043983,0.00387840186863852,0.0196298555125388,NbT2T01g00656
213.026028245719,1.87810950867817,0.493774003621024,3.72422608187286,0.000195915299706353,0.00185177725522472,NbT2T01g00657
30.7053022365581,1.72496886214396,0.494090267936647,3.51238533010297,0.000444103601555115,0.00357148305753822,NbT2T01g00940
105.948907721458,-1.55743652420816,0.477248202732163,-3.75232422383904,0.000175202671308966,0.00168919201271991,NbT2T01g01161
332.352439664349,-1.14239491615523,0.363845226577748,-3.2425554433871,0.0011846289636773,0.00776109963922471,NbT2T01g01225
41.6440302510177,1.72171138084911,0.449912044921023,3.87844591575603,0.000105125891522151,0.00112707028156367,NbT2T01g01266
26.3450956033865,2.39626238566912,0.535431510016898,4.67550433457859,2.93232083138309e-06,6.07349504652805e-05,NbT2T01g01692
259.070339824825,1.11123786548011,0.347851903235641,3.14296499427516,0.00167245839774573,0.0102087899964032,NbT2T01g02292
145.790686086145,1.0009959673513,0.254161134588258,3.93585579003343,8.29007453869341e-05,0.000931139789684036,NbT2T01g03190
20.0613802914783,2.95418778738597,0.579938456386064,5.96221414544641,2.48842728204953e-09,1.8843314761181e-07,NbT2T02g00001
300.108313951706,-1.03722989382764,0.497971679254506,-2.50697865924958,0.0121768063259349,0.0472843204154521,NbT2T02g00142
151.262136764348,1.10574882007415,0.41602598523204,2.7359532682571,0.006219985846696,0.0283862196546943,NbT2T02g00611
43.5182678623024,1.88580929108358,0.554020479822192,3.33606767351301,0.00084972476622561,0.00597039288519585,NbT2T02g00901
71.4803537303778,-1.01105910853617,0.34402202229997,-2.9739350535779,0.00294007296597582,0.015832486016235,NbT2T02g02105
332.299640421993,-1.39866934151206,0.334760159984391,-4.25243481134686,2.11458781713652e-05,0.00030302396922089,NbT2T02g02615
255.853777354586,-1.60993917672012,0.486152948302321,-3.84952061895216,0.000118349221323331,0.00124028273983108,NbT2T03g00024
21.73072979187,-1.32148339328834,0.391842699331511,-3.37209570209518,0.000745985218933007,0.00538494248851602,NbT2T03g00061
