"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id"
186.295116976544,-1.63801289413291,0.40024516700518,1.62822112698651e-06,0.000855402251273631,"Nb01g00062"
35.3624927888755,2.31748780422817,0.729858846080757,4.78892258171932e-05,0.0119208932553324,"Nb01g00226"
899.239636651664,1.22220079802734,0.291506264958856,1.12939955686252e-06,0.00065442060793378,"Nb01g00884"
1804.06685351031,3.62070581585318,1.49776269904869,0.000310077335864205,0.0464565787041844,"Nb01g01166"
235.477816036049,2.71340729647062,1.05053315569721,0.000244447147908126,0.0393948014991382,"Nb01g01665"
327.027736874464,-1.07203899821779,0.422122920019149,0.000330454429376841,0.048224316393727,"Nb01g01912"
610.5992338332,4.36455727201,1.44354376419366,5.77124413669749e-05,0.0139508319922794,"Nb01g01999"
8.01556824208215,4.7246584186245,0.844360184445032,5.31028746761024e-09,6.74954667092835e-06,"Nb01g02144"
13.7705698091556,1.60518816830613,0.603004481341021,0.000243007126818713,0.0393948014991382,"Nb01g02175"
2653.86974497351,2.63390423533575,0.346062140206907,1.45424273685398e-15,5.73000723175203e-12,"Nb01g02199"
18.0961629253285,1.83239740117987,0.579318375851514,5.5138804609744e-05,0.0134942806163549,"Nb01g02256"
380.968990067196,-3.09458309545349,0.306408665220719,2.82589757869832e-25,2.78365040989678e-21,"Nb01g02558"
6.69842056478079,2.84133722650372,0.687100294077437,2.47160745846765e-06,0.00117332863950051,"Nb01g02606"
21.7791257749526,1.48072748165594,0.421524279449679,1.7341938751565e-05,0.00574207622427869,"Nb01g02608"
46.2015023769358,1.71118866412773,0.47581590099506,1.13307496856375e-05,0.00426391200492249,"Nb01g03056"
3.59443191844315,4.01355859407944,1.30305059398338,4.23644541918006e-05,0.0110545975103664,"Nb02g00339"
816.87253389014,1.89073297411689,0.674170009126455,0.000151180946602243,0.0290910741560066,"Nb02g01283"
6493.58119535055,1.23218700465429,0.417918847902792,0.000124300974392535,0.0252459123351271,"Nb02g01993"
124.716441015299,1.58601049443173,0.5146355271269,6.85288917043745e-05,0.0160724725650938,"Nb02g02550"
19.3058828638754,1.93349584642563,0.603596821564656,4.6151899527261e-05,0.0118854715370793,"Nb03g00516"
10.603810635241,2.43182425589571,0.536591472263862,2.75329022399589e-07,0.000193723466796225,"Nb03g00970"
14.486285959913,3.48000267929534,0.668522556697714,1.32205481116599e-08,1.53210599028124e-05,"Nb03g00971"
224.777523010612,1.77729646840279,0.557006775743041,4.81047161970927e-05,0.0119208932553324,"Nb03g01701"
189.936666149689,2.94969390234671,1.22746961924288,0.000356669775214291,0.0498351151879201,"Nb03g02395"
94.968632798668,-1.12312891708571,0.439119630721796,0.000317834674461816,0.0472578182760169,"Nb03g02856"
171.550103664038,2.5219686429548,0.614542305573034,1.54893400245356e-06,0.000824744561684799,"Nb04g00258"
62.5393050280935,-1.46584981112172,0.534488229371275,0.000185346345483258,0.033654454860513,"Nb04g00792"
30.6865603374469,3.07811703357901,1.04977409648654,9.55249802073376e-05,0.02056884566915,"Nb04g00935"
6.73846433795362,-1.96659965140645,0.685456219538143,0.000205799333347876,0.035905120207589,"Nb04g01450"
8.56546317168047,-2.69708874752009,0.801566522746673,4.01118949101114e-05,0.0108252663236179,"Nb04g01533"
15.9251226246226,2.16866333056524,0.78974379313814,0.00016553074554942,0.0309111015930722,"Nb04g01664"
705.241355428988,2.04623444177513,0.316407687565646,4.41494731139933e-12,1.02328090566915e-08,"Nb04g01966"
508.850450112729,1.05917384497668,0.27802099198901,5.59262490472584e-06,0.00239522398365226,"Nb04g01967"
26.7923570656804,3.4443193979181,0.36767794546229,6.9467775054024e-22,4.56194878779776e-18,"Nb04g02008"
